institution,period,sek,doi,is_hybrid,publisher,journal_full_title,issn,issn_print,issn_electronic,issn_l,license_ref,indexed_in_crossref,pmid,pmcid,ut,url,doaj
Luleå University of Technology,2023,38657.98,10.1177/17543371221141748,TRUE,SAGE Publications,"Proceedings of the Institution of Mechanical Engineers, Part P: Journal of Sports Engineering and Technology",1754-3371,1754-3371,1754-338X,1754-3371,https://creativecommons.org/licenses/by/4.0/,TRUE,NA,NA,NA,NA,FALSE
Luleå University of Technology,2023,16787.03,10.28991/cej-2023-09-10-010,FALSE,Ital Publication,Civil Engineering Journal,2476-3055,2676-6957,2476-3055,2476-3055,http://creativecommons.org/licenses/by/4.0,TRUE,NA,NA,NA,NA,FALSE
Luleå University of Technology,2023,2094.03,10.47260/jesge/1312,FALSE,Scientific Press International Limited,Journal of Earth Sciences and Geotechnical Engineering,1792-9040,1792-9040,1792-9660,1792-9040,NA,TRUE,NA,NA,NA,NA,FALSE
Luleå University of Technology,2023,11573.02,10.4236/eng.2023.1510045,FALSE,"Scientific Research Publishing, Inc.",Engineering,1947-3931,1947-3931,1947-394X,1947-394X,http://creativecommons.org/licenses/by/4.0/,TRUE,NA,NA,NA,NA,FALSE
Luleå University of Technology,2023,10801.95,10.4236/eng.2023.152007,FALSE,"Scientific Research Publishing, Inc.",Engineering,1947-3931,1947-3931,1947-394X,1947-394X,http://creativecommons.org/licenses/by/4.0/,TRUE,NA,NA,NA,NA,FALSE
Luleå University of Technology,2023,10926.98,10.4236/eng.2023.154017,FALSE,"Scientific Research Publishing, Inc.",Engineering,1947-3931,1947-3931,1947-394X,1947-394X,http://creativecommons.org/licenses/by/4.0/,TRUE,NA,NA,NA,NA,FALSE
Luleå University of Technology,2023,11008.96,10.4236/eng.2023.154019,FALSE,"Scientific Research Publishing, Inc.",Engineering,1947-3931,1947-3931,1947-394X,1947-394X,http://creativecommons.org/licenses/by/4.0/,TRUE,NA,NA,NA,NA,FALSE
Luleå University of Technology,2023,10815.04,10.4236/eng.2023.155024,FALSE,"Scientific Research Publishing, Inc.",Engineering,1947-3931,1947-3931,1947-394X,1947-394X,http://creativecommons.org/licenses/by/4.0/,TRUE,NA,NA,NA,NA,FALSE
Luleå University of Technology,2023,10707,10.4236/eng.2023.155026,FALSE,"Scientific Research Publishing, Inc.",Engineering,1947-3931,1947-3931,1947-394X,1947-394X,http://creativecommons.org/licenses/by/4.0/,TRUE,NA,NA,NA,NA,FALSE
Luleå University of Technology,2023,10808.04,10.4236/eng.2023.155028,FALSE,"Scientific Research Publishing, Inc.",Engineering,1947-3931,1947-3931,1947-394X,1947-394X,http://creativecommons.org/licenses/by/4.0/,TRUE,NA,NA,NA,NA,FALSE
Luleå University of Technology,2023,10739.04,10.4236/eng.2023.156030,FALSE,"Scientific Research Publishing, Inc.",Engineering,1947-3931,1947-3931,1947-394X,1947-394X,http://creativecommons.org/licenses/by/4.0/,TRUE,NA,NA,NA,NA,FALSE
Luleå University of Technology,2023,11315.96,10.4236/eng.2023.157032,FALSE,"Scientific Research Publishing, Inc.",Engineering,1947-3931,1947-3931,1947-394X,1947-394X,http://creativecommons.org/licenses/by/4.0/,TRUE,NA,NA,NA,NA,FALSE
Luleå University of Technology,2023,11511.02,10.4236/eng.2023.159036,FALSE,"Scientific Research Publishing, Inc.",Engineering,1947-3931,1947-3931,1947-394X,1947-394X,http://creativecommons.org/licenses/by/4.0/,TRUE,NA,NA,NA,NA,FALSE
Luleå University of Technology,2023,10922.96,10.4236/ijg.2023.144016,FALSE,"Scientific Research Publishing, Inc.",International Journal of Geosciences,2156-8359,2156-8359,2156-8367,2156-8359,http://creativecommons.org/licenses/by/4.0/,TRUE,NA,NA,NA,NA,FALSE
Luleå University of Technology,2023,7562,10.4236/ijg.2023.145022,FALSE,"Scientific Research Publishing, Inc.",International Journal of Geosciences,2156-8359,2156-8359,2156-8367,2156-8359,http://creativecommons.org/licenses/by/4.0/,TRUE,NA,NA,NA,NA,FALSE
Luleå University of Technology,2023,7609.99,10.4236/wjm.2023.138009,FALSE,"Scientific Research Publishing, Inc.",World Journal of Mechanics,2160-049X,2160-049X,2160-0503,2160-049X,http://creativecommons.org/licenses/by/4.0/,TRUE,NA,NA,NA,NA,FALSE
Luleå University of Technology,2023,11573.02,10.4236/eng.2023.1510047,FALSE,"Scientific Research Publishing, Inc.",Engineering,1947-3931,1947-3931,1947-394X,1947-394X,http://creativecommons.org/licenses/by/4.0/,TRUE,NA,NA,NA,NA,FALSE
Luleå University of Technology,2023,24442.02,10.1038/s41598-023-32148-9,FALSE,Springer Nature,Scientific Reports,2045-2322,NA,2045-2322,2045-2322,https://creativecommons.org/licenses/by/4.0,TRUE,36977808,PMC10050178,NA,NA,TRUE
Luleå University of Technology,2023,25384.04,10.1038/s41598-023-34774-9,FALSE,Springer Nature,Scientific Reports,2045-2322,NA,2045-2322,2045-2322,https://creativecommons.org/licenses/by/4.0,TRUE,37198391,PMC10189228,NA,NA,TRUE
Luleå University of Technology,2023,17453.04,10.1007/s13201-022-01731-2,FALSE,Springer Nature,Applied Water Science,2190-5487,2190-5487,2190-5495,2190-5495,https://creativecommons.org/licenses/by/4.0,TRUE,NA,NA,NA,NA,TRUE
Luleå University of Technology,2023,18577.04,10.1007/s13201-022-01851-9,FALSE,Springer Nature,Applied Water Science,2190-5487,2190-5487,2190-5495,2190-5495,https://creativecommons.org/licenses/by/4.0,TRUE,NA,NA,NA,NA,TRUE
Luleå University of Technology,2023,9670.95,10.1080/19475705.2023.2195532,FALSE,Informa UK Limited,"Geomatics, Natural Hazards and Risk",1947-5705,1947-5705,1947-5713,1947-5705,http://creativecommons.org/licenses/by/4.0/,TRUE,NA,NA,NA,NA,TRUE
Luleå University of Technology,2023,20293,10.1080/19942060.2022.2159881,FALSE,Informa UK Limited,Engineering Applications of Computational Fluid Mechanics,1994-2060,1994-2060,1997-003X,1994-2060,http://creativecommons.org/licenses/by/4.0/,TRUE,NA,NA,NA,NA,TRUE
Luleå University of Technology,2023,21511.02,10.1080/19942060.2022.2164620,FALSE,Informa UK Limited,Engineering Applications of Computational Fluid Mechanics,1994-2060,1994-2060,1997-003X,1994-2060,http://creativecommons.org/licenses/by/4.0/,TRUE,NA,NA,NA,NA,TRUE
Luleå University of Technology,2023,15270.03,10.32604/cmc.2023.040625,FALSE,"Computers, Materials and Continua (Tech Science Press)","Computers, Materials & Continua",1546-2226,NA,1546-2226,1546-2218,https://doi.org/10.32604/TSP-CROSSMARKPOLICY,TRUE,NA,NA,NA,NA,FALSE
Luleå University of Technology,2023,13339.95,10.32604/cmes.2023.027954,FALSE,"Computers, Materials and Continua (Tech Science Press)",Computer Modeling in Engineering & Sciences,1526-1506,1526-1506,NA,1526-1492,NA,TRUE,NA,NA,NA,NA,FALSE
Luleå University of Technology,2023,16774.97,10.1515/ntrev-2022-0504,FALSE,Walter de Gruyter GmbH,Nanotechnology Reviews,2191-9097,NA,2191-9097,2191-9089,http://creativecommons.org/licenses/by/4.0,TRUE,NA,NA,NA,NA,TRUE
Luleå University of Technology,2023,3247.99,NA,FALSE,Shanxi University,International Journal of Quantum Foundations,2375-4729,NA,2375-4729,2375-4729,NA,FALSE,NA,NA,NA,https://ijqf.org/wp-content/uploads/2023/01/QS2023v5n1p1.pdf,FALSE
Lund University,2023,18861.31,10.1093/cercor/bhac493,TRUE,Oxford University Press (OUP),Cerebral Cortex,1047-3211,1047-3211,1460-2199,1047-3211,https://creativecommons.org/licenses/by-nc/4.0/,TRUE,36611229,PMC10183737,NA,NA,FALSE
Lund University,2023,20098.85,10.1038/s41467-023-40245-6,FALSE,Springer Nature,Nature Communications,2041-1723,NA,2041-1723,2041-1723,https://creativecommons.org/licenses/by/4.0,TRUE,37500622,PMC10374564,NA,NA,TRUE
Lund University,2023,16213.09,10.1007/s00366-022-01723-5,TRUE,Springer Nature,Engineering with Computers,0177-0667,0177-0667,1435-5663,0177-0667,https://creativecommons.org/licenses/by/4.0,TRUE,NA,NA,NA,NA,FALSE
Lund University,2023,109060.05,10.1038/s41558-022-01592-2,TRUE,Springer Nature,Nature Climate Change,1758-678X,1758-678X,1758-6798,1758-678X,https://creativecommons.org/licenses/by/4.0,TRUE,NA,NA,NA,NA,FALSE
Lund University,2023,17993.46,10.1080/02813432.2023.2197951,FALSE,Informa UK Limited,Scandinavian Journal of Primary Health Care,0281-3432,0281-3432,1502-7724,0281-3432,http://creativecommons.org/licenses/by-nc/4.0/,TRUE,37052877,PMC10193904,NA,NA,TRUE
Lund University,2023,19198.16,10.32907/ro-136-4664566638,FALSE,Research Outreach,Research Outreach,2517-7028,NA,NA,2517-701X,NA,TRUE,NA,NA,NA,https://researchoutreach.org/articles/metabolic-dysfunction-liver-beyond/,FALSE
Lund University,2023,20673.94,10.1039/d3ma00207a,FALSE,Royal Society of Chemistry (RSC),Materials Advances,2633-5409,NA,2633-5409,2633-5409,http://creativecommons.org/licenses/by/3.0/,TRUE,NA,NA,NA,NA,TRUE
Lund University,2023,11485.53,10.1039/d3ra01873c,FALSE,Royal Society of Chemistry (RSC),RSC Advances,2046-2069,NA,2046-2069,2046-2069,http://creativecommons.org/licenses/by/3.0/,TRUE,37483673,PMC10357412,NA,NA,TRUE
Lund University,2023,30461.65,10.1016/j.jcrc.2022.154148,TRUE,Elsevier BV,Journal of Critical Care,0883-9441,0883-9441,NA,0883-9441,http://creativecommons.org/licenses/by-nc-nd/4.0/,TRUE,36108348,NA,NA,NA,FALSE
Lund University,2023,27617.91,10.1016/j.csbj.2023.01.020,FALSE,Elsevier BV,Computational and Structural Biotechnology Journal,2001-0370,2001-0370,NA,2001-0370,http://creativecommons.org/licenses/by/4.0/,TRUE,36733702,PMC9876747,NA,NA,TRUE
Lund University,2023,38774.74,10.1097/iop.0000000000001250,TRUE,Ovid Technologies (Wolters Kluwer Health),Ophthalmic Plastic and Reconstructive Surgery,0740-9303,0740-9303,NA,0740-9303,NA,TRUE,30383574,NA,NA,NA,FALSE
Lund University,2023,38774.74,10.1097/iop.0000000000001286,TRUE,Ovid Technologies (Wolters Kluwer Health),Ophthalmic Plastic and Reconstructive Surgery,0740-9303,0740-9303,NA,0740-9303,NA,TRUE,30664573,NA,NA,NA,FALSE
Lund University,2023,38774.74,10.1097/iop.0000000000001724,TRUE,Ovid Technologies (Wolters Kluwer Health),Ophthalmic Plastic and Reconstructive Surgery,0740-9303,0740-9303,NA,0740-9303,NA,TRUE,32467523,PMC10552809,NA,NA,FALSE
Lund University,2023,33292.88,10.1080/20780389.2023.2243036,TRUE,Informa UK Limited,Economic History of Developing Regions,2078-0389,2078-0389,2078-0397,2078-0389,http://creativecommons.org/licenses/by-nc-nd/4.0/,TRUE,NA,NA,NA,NA,FALSE
Lund University,2023,18669.8,10.1371/journal.pone.0284567,FALSE,Public Library of Science (PLoS),PLOS ONE,1932-6203,NA,1932-6203,1932-6203,http://creativecommons.org/licenses/by/4.0/,TRUE,37339138,PMC10281565,NA,NA,TRUE
Lund University,2023,22667.28,10.1044/2023_jslhr-23-00193,TRUE,American Speech Language Hearing Association,"Journal of Speech, Language, and Hearing Research",1092-4388,1092-4388,1558-9102,1092-4388,NA,TRUE,38306498,NA,NA,NA,FALSE
Lund University,2023,26629.39,10.1073/pnas.2218367120,TRUE,Proceedings of the National Academy of Sciences,Proceedings of the National Academy of Sciences,0027-8424,0027-8424,1091-6490,0027-8424,https://creativecommons.org/licenses/by-nc-nd/4.0/,TRUE,37068255,PMC10151606,NA,NA,FALSE
Lund University,2023,8118.94,10.1162/qss_a_00190,FALSE,MIT Press - Journals,Quantitative Science Studies,2641-3337,NA,2641-3337,2641-3337,https://creativecommons.org/licenses/by/4.0/,TRUE,NA,NA,NA,NA,TRUE
Lund University,2023,12523.54,10.3366/cost.2023.0245,TRUE,Edinburgh University Press,Costume,0590-8876,0590-8876,1749-6306,0590-8876,https://www.euppublishing.com/customer-services/librarians/text-and-data-mining-tdm,TRUE,NA,NA,NA,NA,FALSE
Lund University,2023,15831.34,10.7717/peerj.14944,FALSE,PeerJ,PeerJ,2167-8359,NA,2167-8359,2167-8359,https://creativecommons.org/licenses/by/4.0/,TRUE,37033726,PMC10078454,NA,NA,TRUE
Lund University,2023,46784.04,10.1126/sciadv.adf0405,FALSE,American Association for the Advancement of Science (AAAS),Science Advances,2375-2548,NA,2375-2548,2375-2548,NA,TRUE,37205749,PMC10198628,NA,NA,TRUE
Lund University,2023,5347.65,10.5070/g60111267,FALSE,California Digital Library (CDL),Glossa Psycholinguistics,2767-0279,NA,2767-0279,2767-0279,NA,TRUE,NA,NA,NA,NA,TRUE
Lund University,2023,18799.89,10.1371/journal.pone.0281010,FALSE,Public Library of Science (PLoS),PLOS ONE,1932-6203,NA,1932-6203,1932-6203,http://creativecommons.org/licenses/by/4.0/,TRUE,36701280,PMC9879437,NA,NA,TRUE
Lund University,2023,17230.2,10.1039/d2na00903j,FALSE,Royal Society of Chemistry (RSC),Nanoscale Advances,2516-0230,NA,2516-0230,2516-0230,http://creativecommons.org/licenses/by/3.0/,TRUE,36798495,PMC9926903,NA,NA,TRUE
Lund University,2023,20467.97,10.1109/access.2023.3259063,FALSE,Institute of Electrical & Electronics Engineers (IEEE),IEEE Access,2169-3536,NA,2169-3536,2169-3536,https://creativecommons.org/licenses/by-nc-nd/4.0/,TRUE,NA,NA,NA,NA,TRUE
Lund University,2023,19291.04,10.1109/tmlcn.2023.3334712,FALSE,Institute of Electrical & Electronics Engineers (IEEE),IEEE Transactions on Machine Learning in Communications and Networking,2831-316X,NA,2831-316X,2831-316X,https://creativecommons.org/licenses/by-nc-nd/4.0/,TRUE,NA,NA,NA,NA,FALSE
Lund University,2023,15967.62,10.1109/twc.2023.3257195,TRUE,Institute of Electrical & Electronics Engineers (IEEE),IEEE Transactions on Wireless Communications,1536-1276,1536-1276,1558-2248,1536-1276,https://ieeexplore.ieee.org/Xplorehelp/downloads/license-information/IEEE.html,TRUE,NA,NA,NA,NA,FALSE
Lund University,2023,35788.06,10.1177/01708406231200726,TRUE,SAGE Publications,Organization Studies,0170-8406,0170-8406,1741-3044,0170-8406,https://creativecommons.org/licenses/by/4.0/,TRUE,NA,NA,NA,NA,FALSE
Lund University,2023,20088.29,10.2196/40932,FALSE,JMIR Publications Inc.,JMIR Human Factors,2292-9495,NA,2292-9495,2292-9495,NA,TRUE,37027206,PMC10131598,NA,NA,TRUE
Lund University,2023,16801.95,10.5194/acp-23-4977-2023,FALSE,Copernicus GmbH,Atmospheric Chemistry and Physics,1680-7324,NA,1680-7324,1680-7316,https://creativecommons.org/licenses/by/4.0/,TRUE,NA,NA,NA,NA,TRUE
Lund University,2023,16364.29,10.5334/bc.314,FALSE,"Ubiquity Press, Ltd.",Buildings and Cities,2632-6655,NA,2632-6655,2632-6655,https://creativecommons.org/licenses/by/4.0,TRUE,NA,NA,NA,NA,TRUE
Lund University,2023,47281.97,10.1126/sciadv.ade7098,FALSE,American Association for the Advancement of Science (AAAS),Science Advances,2375-2548,NA,2375-2548,2375-2548,NA,TRUE,36735784,PMC9897661,NA,NA,TRUE
Lund University,2023,22268.43,10.3324/haematol.2022.281420,FALSE,Ferrata Storti Foundation (Haematologica),Haematologica,1592-8721,0390-6078,1592-8721,0390-6078,http://creativecommons.org/licenses/by-nc/4.0/,TRUE,36519324,NA,NA,NA,TRUE
Lund University,2023,23122.73,10.1136/bmjhci-2022-100712,FALSE,BMJ,BMJ Health & Care Informatics,2632-1009,NA,2632-1009,2632-1009,https://creativecommons.org/licenses/by/4.0/,TRUE,37217249,PMC10230899,NA,NA,TRUE
Lund University,2023,21223.08,10.1109/access.2023.3310253,FALSE,Institute of Electrical & Electronics Engineers (IEEE),IEEE Access,2169-3536,NA,2169-3536,2169-3536,https://creativecommons.org/licenses/by-nc-nd/4.0/,TRUE,NA,NA,NA,NA,TRUE
Lund University,2023,15980.14,10.5334/bc.293,FALSE,"Ubiquity Press, Ltd.",Buildings and Cities,2632-6655,2632-6655,NA,2632-6655,NA,TRUE,NA,NA,NA,NA,TRUE
Lund University,2023,20217.34,10.1039/d3ea00127j,FALSE,Royal Society of Chemistry (RSC),Environmental Science: Atmospheres,2634-3606,NA,2634-3606,2634-3606,http://creativecommons.org/licenses/by/3.0/,TRUE,NA,NA,NA,NA,TRUE
Lund University,2023,12665.1,10.5334/bc.394,FALSE,"Ubiquity Press, Ltd.",Buildings and Cities,2632-6655,2632-6655,NA,2632-6655,NA,TRUE,NA,NA,NA,NA,TRUE
Lund University,2023,11311.48,10.3390/pr11020476,FALSE,MDPI AG,Processes,2227-9717,NA,2227-9717,2227-9717,https://creativecommons.org/licenses/by/4.0/,TRUE,NA,NA,NA,NA,FALSE
Lund University,2023,21891.96,10.3390/cells12192365,FALSE,MDPI AG,Cells,2073-4409,NA,2073-4409,2073-4409,https://creativecommons.org/licenses/by/4.0/,TRUE,37830579,PMC10572020,NA,NA,TRUE
Lund University,2023,24489.32,10.1364/ao.482601,TRUE,Optica Publishing Group,Applied Optics,1559-128X,1559-128X,2155-3165,1559-128X,https://doi.org/10.1364/OA_License_v2#CCBY,TRUE,37706924,NA,NA,NA,FALSE
Lund University,2023,51481.52,10.1001/jamaneurol.2023.0199,TRUE,American Medical Association (AMA),JAMA Neurology,2168-6149,2168-6149,NA,2168-6149,NA,TRUE,36987840,PMC10061310,NA,NA,FALSE
Lund University,2023,51877.04,10.1001/jamaneurol.2023.1067,TRUE,American Medical Association (AMA),JAMA Neurology,2168-6149,2168-6149,NA,2168-6149,NA,TRUE,37155176,PMC10167602,NA,NA,FALSE
Lund University,2023,52091.04,10.1001/jamaneurol.2023.4596,TRUE,American Medical Association (AMA),JAMA Neurology,2168-6149,2168-6149,NA,2168-6149,NA,TRUE,38048096,NA,NA,NA,FALSE
Lund University,2023,33377.27,10.1016/j.jaging.2023.101191,TRUE,Elsevier BV,Journal of Aging Studies,0890-4065,0890-4065,NA,0890-4065,http://creativecommons.org/licenses/by-nc-nd/4.0/,TRUE,38458716,NA,NA,NA,FALSE
Lund University,2023,27794.72,10.1016/j.puhe.2022.07.003,TRUE,Elsevier BV,Public Health,0033-3506,0033-3506,NA,0033-3506,http://creativecommons.org/licenses/by-nc-nd/4.0/,TRUE,35988505,NA,NA,NA,FALSE
Lund University,2023,20592.65,10.1044/2022_persp-22-00199,TRUE,American Speech Language Hearing Association,Perspectives of the ASHA Special Interest Groups,2381-4764,2381-4764,2381-473X,2381-473X,NA,TRUE,NA,NA,NA,NA,FALSE
Lund University,2023,31547.19,10.1055/a-2096-9641,TRUE,Georg Thieme Verlag KG,Experimental and Clinical Endocrinology & Diabetes,0947-7349,0947-7349,1439-3646,0947-7349,https://creativecommons.org/licenses/by/4.0/,TRUE,37380031,NA,NA,NA,FALSE
Lund University,2023,32685.19,10.1055/s-0040-1712508,TRUE,Georg Thieme Verlag KG,European Journal of Pediatric Surgery,0939-7248,0939-7248,1439-359X,0939-7248,https://creativecommons.org/licenses/by-nc-nd/4.0/,TRUE,32590867,PMC10499502,NA,NA,FALSE
Lund University,2023,28908.5,10.1073/pnas.2217590120,TRUE,Proceedings of the National Academy of Sciences,Proceedings of the National Academy of Sciences,0027-8424,0027-8424,1091-6490,0027-8424,https://creativecommons.org/licenses/by-nc-nd/4.0/,TRUE,37011197,PMC10104557,NA,NA,FALSE
Lund University,2023,27059.13,10.1073/pnas.2220518120,TRUE,Proceedings of the National Academy of Sciences,Proceedings of the National Academy of Sciences,0027-8424,0027-8424,1091-6490,0027-8424,https://creativecommons.org/licenses/by-nc-nd/4.0/,TRUE,37903276,NA,NA,NA,FALSE
Lund University,2023,54059.24,10.1073/pnas.2305393120,TRUE,Proceedings of the National Academy of Sciences,Proceedings of the National Academy of Sciences,0027-8424,0027-8424,1091-6490,0027-8424,https://creativecommons.org/licenses/by/4.0/,TRUE,37556498,PMC10440598,NA,NA,FALSE
Lund University,2023,44268.08,10.1091/mbc.e23-03-0078,TRUE,American Society for Cell Biology (ASCB),Molecular Biology of the Cell,1059-1524,1059-1524,1939-4586,1059-1524,NA,TRUE,37703099,PMC10846623,NA,NA,FALSE
Lund University,2023,35483.35,10.1093/jac/dkad375,TRUE,Oxford University Press (OUP),Journal of Antimicrobial Chemotherapy,0305-7453,0305-7453,1460-2091,0305-7453,https://creativecommons.org/licenses/by/4.0/,TRUE,38091580,PMC10832587,NA,NA,FALSE
Lund University,2023,46947.88,10.1097/hjh.0000000000003397,TRUE,Ovid Technologies (Wolters Kluwer Health),Journal of Hypertension,0263-6352,0263-6352,1473-5598,0263-6352,http://creativecommons.org/licenses/by/4.0,TRUE,36883449,PMC10090316,NA,NA,FALSE
Lund University,2023,32469,10.1097/hjh.0000000000003627,TRUE,Ovid Technologies (Wolters Kluwer Health),Journal of Hypertension,0263-6352,0263-6352,1473-5598,0263-6352,http://creativecommons.org/licenses/by-nc-nd/4.0,TRUE,38088420,PMC10842672,NA,NA,FALSE
Lund University,2023,17220.55,10.1097/pg9.0000000000000297,FALSE,Ovid Technologies (Wolters Kluwer Health),JPGN Reports,2691-171X,NA,2691-171X,2691-171X,http://creativecommons.org/licenses/by/4.0/,TRUE,37200735,PMC10187852,NA,NA,FALSE
Lund University,2023,42318.14,10.1111/cpf.12859,TRUE,Wiley-Blackwell,Clinical Physiology and Functional Imaging,1475-0961,1475-0961,1475-097X,1475-0961,http://creativecommons.org/licenses/by/4.0/,TRUE,37839043,NA,NA,NA,FALSE
Lund University,2023,29295.87,10.1128/jcm.01484-22,TRUE,American Society for Microbiology,Journal of Clinical Microbiology,0095-1137,0095-1137,1098-660X,0095-1137,https://creativecommons.org/licenses/by/4.0/,TRUE,36946723,PMC10117143,NA,NA,FALSE
Lund University,2023,47452.47,10.1136/ard-2023-224571,TRUE,BMJ,Annals of the Rheumatic Diseases,0003-4967,0003-4967,1468-2060,0003-4967,https://creativecommons.org/licenses/by/4.0/,TRUE,37907255,PMC10804071,NA,NA,FALSE
Lund University,2023,57066.48,10.1136/jnis-2023-020768,TRUE,BMJ,Journal of NeuroInterventional Surgery,1759-8478,1759-8478,1759-8486,1759-8478,http://creativecommons.org/licenses/by-nc/4.0/,TRUE,37798105,NA,NA,NA,FALSE
Lund University,2023,10913.89,10.1152/ajpcell.00270.2023,TRUE,American Physiological Society,American Journal of Physiology - Cell Physiology,0363-6143,0363-6143,1522-1563,0363-6143,NA,TRUE,37927241,NA,NA,NA,FALSE
Lund University,2023,38537.08,10.1152/ajpendo.00291.2023,TRUE,American Physiological Society,AJP: Endocrinology and Metabolism,0193-1849,0193-1849,1522-1555,0193-1849,NA,TRUE,37877798,NA,NA,NA,FALSE
Lund University,2023,65134.79,10.1158/1078-0432.ccr-23-0311,TRUE,American Association for Cancer Research (AACR),Clinical Cancer Research,1078-0432,1078-0432,1557-3265,1078-0432,https://creativecommons.org/licenses/by-nc-nd/4.0/,TRUE,37140929,PMC10345961,NA,NA,FALSE
Lund University,2023,36492.19,10.1177/02841851221130612,TRUE,SAGE Publications,Acta Radiologica,0284-1851,0284-1851,1600-0455,0284-1851,https://creativecommons.org/licenses/by-nc/4.0/,TRUE,36255120,PMC10588276,NA,NA,FALSE
Lund University,2023,24540.87,10.1200/po.23.00039,TRUE,American Society of Clinical Oncology (ASCO),JCO Precision Oncology,2473-4284,NA,2473-4284,2473-4284,NA,TRUE,37384868,PMC10581599,NA,NA,FALSE
Lund University,2023,45708.04,10.1212/wnl.0000000000207113,TRUE,Ovid Technologies (Wolters Kluwer Health),Neurology,0028-3878,0028-3878,1526-632X,0028-3878,NA,TRUE,36882326,PMC10136007,NA,NA,FALSE
Lund University,2023,46202.87,10.1212/wnl.0000000000207305,TRUE,Ovid Technologies (Wolters Kluwer Health),Neurology,0028-3878,0028-3878,1526-632X,0028-3878,NA,TRUE,37085326,PMC10351305,NA,NA,FALSE
Lund University,2023,47152.35,10.1212/wnl.0000000000207358,TRUE,Ovid Technologies (Wolters Kluwer Health),Neurology,0028-3878,0028-3878,1526-632X,0028-3878,NA,TRUE,37137722,PMC10351311,NA,NA,FALSE
Lund University,2023,37178.87,10.2217/rme-2022-0021,TRUE,Future Medicine Ltd,Regenerative Medicine,1746-0751,1746-0751,1746-076X,1746-0751,NA,TRUE,37340909,NA,NA,NA,FALSE
Lund University,2023,16574.74,10.2337/db22-0674,TRUE,American Diabetes Association,Diabetes,0012-1797,0012-1797,NA,0012-1797,https://www.diabetesjournals.org/journals/pages/license,TRUE,36448982,PMC9935496,NA,NA,FALSE
Lund University,2023,20032.61,10.23736/s0392-9590.22.04983-5,TRUE,Edizioni Minerva Medica,International Angiology,0392-9590,0392-9590,1827-1839,0392-9590,NA,TRUE,36751984,NA,NA,NA,FALSE
Lund University,2023,31548.91,10.1002/ctm2.1215,FALSE,Wiley-Blackwell,Clinical and Translational Medicine,2001-1326,2001-1326,2001-1326,2001-1326,http://creativecommons.org/licenses/by/4.0/,TRUE,36929108,PMC10019770,NA,NA,TRUE
Lund University,2023,31910.1,10.1016/j.bbih.2023.100663,FALSE,Elsevier BV,"Brain, Behavior, & Immunity - Health",2666-3546,2666-3546,NA,2666-3546,http://creativecommons.org/licenses/by-nc-nd/4.0/,TRUE,37503358,PMC10369403,NA,NA,TRUE
Lund University,2023,23473.48,10.1016/j.heliyon.2022.e09934,FALSE,Elsevier BV,Heliyon,2405-8440,2405-8440,NA,2405-8440,http://creativecommons.org/licenses/by/4.0/,TRUE,35855398,PMC9279183,NA,NA,TRUE
Lund University,2023,28598.28,10.1016/j.jbc.2023.104662,FALSE,Elsevier BV,Journal of Biological Chemistry,0021-9258,0021-9258,NA,0021-9258,http://creativecommons.org/licenses/by-nc-nd/4.0/,TRUE,36997086,PMC10164905,NA,NA,TRUE
Lund University,2023,27936.97,10.1080/08037051.2023.2226736,FALSE,Informa UK Limited,Blood Pressure,0803-7051,0803-7051,1651-1999,0803-7051,http://creativecommons.org/licenses/by/4.0/,TRUE,37353959,NA,NA,NA,TRUE
Lund University,2023,50349.02,10.1126/sciadv.adh9543,FALSE,American Association for the Advancement of Science (AAAS),Science Advances,2375-2548,NA,2375-2548,2375-2548,NA,TRUE,37910626,PMC10619931,NA,NA,TRUE
Lund University,2023,31069.12,10.1136/bmjopen-2023-072679,FALSE,BMJ,BMJ Open,2044-6055,2044-6055,2044-6055,2044-6055,https://creativecommons.org/licenses/by/4.0/,TRUE,37407048,PMC10335550,NA,NA,TRUE
Lund University,2023,37807.35,10.1136/bmjopen-2023-074152,FALSE,BMJ,BMJ Open,2044-6055,2044-6055,2044-6055,2044-6055,http://creativecommons.org/licenses/by-nc/4.0/,TRUE,38171623,PMC10773398,NA,NA,TRUE
Lund University,2023,31418.03,10.1136/bmjopen-2023-076900,FALSE,BMJ,BMJ Open,2044-6055,2044-6055,2044-6055,2044-6055,https://creativecommons.org/licenses/by/4.0/,TRUE,38035737,PMC10689415,NA,NA,TRUE
Lund University,2023,25173.71,10.1136/openhrt-2022-002130,FALSE,BMJ,Open Heart,2053-3624,NA,2053-3624,2053-3624,https://creativecommons.org/licenses/by/4.0/,TRUE,36931658,PMC10030621,NA,NA,TRUE
Lund University,2023,24841.22,10.1155/2024/6648265,FALSE,Hindawi Publishing Corporation,Journal of Immunology Research,2314-7156,2314-8861,2314-7156,2314-7156,https://creativecommons.org/licenses/by/4.0/,TRUE,38213873,PMC10781522,NA,NA,TRUE
Lund University,2023,15459.36,10.1167/tvst.12.2.19,FALSE,Association for Research in Vision and Ophthalmology (ARVO),Translational Vision Science & Technology,2164-2591,2164-2591,NA,2164-2591,http://creativecommons.org/licenses/by-nc-nd/4.0/,TRUE,36780140,PMC9927757,NA,NA,TRUE
